iso3,year,terrorism,self_defense,sovereignty,humanitarian,whataboutism,procedural,historical,group,period
PRY,2019,0.0,0.0,0.5411255411255411,1.0822510822510822,0.0,0.5411255411255411,0.0,Non-Aligned Movement,2014–2019
KOR,2017,0.0,0.0,0.38774718883288095,0.0,0.0,0.38774718883288095,0.0,Non-Aligned Movement,2014–2019
GRD,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-Aligned Movement,2014–2019
SLE,2015,0.7936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,Non-Aligned Movement,2014–2019
SYR,2018,17.97219396405561,0.0,3.051881993896236,1.0172939979654119,0.0,2.373685995252628,0.0,Non-Aligned Movement,2014–2019
TLS,2019,0.0,0.0,0.0,0.585480093676815,0.0,0.0,0.0,Non-Aligned Movement,2014–2019
BTN,2016,1.4749262536873156,0.0,0.0,0.0,0.0,0.0,0.0,Non-Aligned Movement,2014–2019
FSM,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-Aligned Movement,2014–2019
AUT,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Western bloc,2020–2023
NLD,2021,0.0,0.0,0.0,1.3363028953229399,0.0,0.0,0.44543429844098,Western bloc,2020–2023
ESP,2023,0.9532888465204957,0.0,0.6355258976803305,0.6355258976803305,0.0,0.6355258976803305,0.0,Western bloc,2020–2023
BGR,2022,0.0,0.0,0.0,1.3175230566534915,0.0,0.0,0.0,Western bloc,2020–2023
USA,2021,2.0366598778004072,0.0,0.0,0.22629554197782303,0.0,0.45259108395564607,0.0,Western bloc,2020–2023
PRT,2022,0.5861664712778428,0.0,1.1723329425556857,1.7584994138335288,0.0,0.5861664712778428,0.5861664712778428,Western bloc,2020–2023
VAT,2022,1.2853470437017993,0.0,0.0,0.0,0.6426735218508997,0.0,0.0,Western bloc,2020–2023
MCO,2022,0.0,0.0,0.0,0.0,0.0,1.2300123001230012,0.0,Western bloc,2020–2023
EST,2022,0.0,0.43010752688172044,0.8602150537634409,2.150537634408602,0.0,2.5806451612903225,0.0,Western bloc,2020–2023
ISL,2021,0.48851978505129456,0.0,0.48851978505129456,2.9311187103077674,0.0,1.4655593551538837,0.0,Western bloc,2020–2023
ISL,2023,0.0,0.0,0.0,0.0,0.0,0.4591368227731864,0.0,Western bloc,2020–2023
TUR,2023,1.897018970189702,0.0,0.27100271002710025,2.710027100271003,0.27100271002710025,0.27100271002710025,1.084010840108401,Western bloc,2020–2023
TUR,2021,2.0527859237536656,0.0,0.2932551319648094,0.8797653958944281,0.0,0.5865102639296188,1.1730205278592376,Western bloc,2020–2023
AUS,2020,0.0,0.0,1.0193679918450562,1.0193679918450562,0.0,1.0193679918450562,0.0,Western bloc,2020–2023
GRC,2022,0.4466279589102278,0.0,2.6797677534613666,0.0,0.0,2.6797677534613666,0.0,Western bloc,2020–2023
LTU,2020,0.5555555555555556,0.0,1.1111111111111112,0.5555555555555556,0.0,3.3333333333333335,0.5555555555555556,Western bloc,2020–2023
GRC,2021,0.0,0.0,0.992063492063492,0.0,0.0,1.984126984126984,0.0,Western bloc,2020–2023
ALB,2020,0.5685048322910744,0.0,0.0,0.0,0.0,1.1370096645821488,0.0,Western bloc,2020–2023
JPN,2021,0.4847309743092584,0.0,0.0,0.4847309743092584,0.0,0.4847309743092584,0.0,Western bloc,2020–2023
CZE,2020,0.0,0.0,0.0,0.5035246727089627,0.0,0.0,0.0,Western bloc,2020–2023
POL,2023,0.0,0.0,0.0,1.9477989871445267,0.38955979742890534,1.168679392286716,0.0,Western bloc,2020–2023
CAN,2020,0.0,0.0,0.0,0.7087172218284905,0.0,0.7087172218284905,0.0,Western bloc,2020–2023
LTU,2023,0.0,0.0,0.7727975270479134,1.5455950540958268,0.0,2.31839258114374,0.0,Western bloc,2020–2023
USA,2022,0.2608242044861763,0.0,0.2608242044861763,0.7824726134585289,0.0,0.7824726134585289,0.0,Western bloc,2020–2023
GRC,2023,0.0,0.0,0.4210526315789474,0.4210526315789474,0.0,1.6842105263157896,0.0,Western bloc,2020–2023
MNG,2022,0.4038772213247173,0.0,0.0,1.2116316639741518,0.0,0.0,0.8077544426494346,Soviet/Eastern bloc,2020–2023
AZE,2023,0.36523009495982467,0.0,1.8261504747991235,2.9218407596785974,0.0,1.095690284879474,1.095690284879474,Soviet/Eastern bloc,2020–2023
UZB,2021,1.5408320493066257,0.0,0.0,0.0,0.0,0.0,0.0,Soviet/Eastern bloc,2020–2023
UKR,2020,0.0,0.0,1.1682242990654206,0.0,0.0,1.1682242990654206,0.0,Soviet/Eastern bloc,2020–2023
UKR,2021,0.0,0.0,0.3598416696653472,0.0,0.0,1.0795250089960418,0.0,Soviet/Eastern bloc,2020–2023
BLR,2020,0.0,0.0,1.087547580206634,0.0,0.0,0.543773790103317,0.543773790103317,Soviet/Eastern bloc,2020–2023
CUB,2021,0.9124087591240876,0.0,2.2810218978102186,0.0,0.0,0.0,0.0,Soviet/Eastern bloc,2020–2023
KAZ,2022,0.45187528242205155,0.0,0.0,0.45187528242205155,0.0,0.45187528242205155,0.0,Soviet/Eastern bloc,2020–2023
KGZ,2023,0.0,0.0,0.0,0.7757951900698216,0.0,0.7757951900698216,0.3878975950349108,Soviet/Eastern bloc,2020–2023
TJK,2022,6.175562417291575,0.0,0.0,0.8822232024702249,0.0,0.0,0.0,Soviet/Eastern bloc,2020–2023
KGZ,2020,5.46448087431694,0.0,0.0,0.0,0.0,0.0,0.0,Soviet/Eastern bloc,2020–2023
VNM,2020,0.0,0.0,0.91324200913242,0.0,0.0,4.5662100456621,0.0,Soviet/Eastern bloc,2020–2023
MNG,2020,0.0,0.0,0.0,1.335113484646195,0.0,0.0,1.335113484646195,Soviet/Eastern bloc,2020–2023
CUB,2023,0.37523452157598497,0.0,0.37523452157598497,0.0,0.7504690431519699,0.37523452157598497,0.37523452157598497,Soviet/Eastern bloc,2020–2023
PRK,2023,0.40716612377850164,0.0,1.6286644951140066,0.40716612377850164,0.8143322475570033,0.8143322475570033,0.0,Soviet/Eastern bloc,2020–2023
ARM,2023,0.45187528242205155,0.0,1.8075011296882062,9.941256213285133,0.0,0.9037505648441031,0.45187528242205155,Soviet/Eastern bloc,2020–2023
GEO,2021,0.47709923664122134,0.0,0.0,0.9541984732824427,0.0,0.9541984732824427,0.0,Soviet/Eastern bloc,2020–2023
VNM,2023,0.0,0.0,0.0,0.5945303210463733,0.0,2.972651605231867,0.0,Soviet/Eastern bloc,2020–2023
CUB,2022,2.052334530528476,0.0,3.591585428424833,0.0,1.026167265264238,0.513083632632119,0.0,Soviet/Eastern bloc,2020–2023
MDA,2022,0.0,0.0,1.5649452269170578,0.7824726134585289,0.0,0.0,0.7824726134585289,Soviet/Eastern bloc,2020–2023
PRK,2021,0.2723311546840959,0.0,1.3616557734204793,0.0,1.6339869281045751,0.5446623093681918,0.0,Soviet/Eastern bloc,2020–2023
UZB,2020,0.6024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,Soviet/Eastern bloc,2020–2023
PRK,2020,0.0,0.0,2.9806259314456036,0.7451564828614009,1.4903129657228018,0.7451564828614009,0.0,Soviet/Eastern bloc,2020–2023
AZE,2021,0.26831231553528306,0.5366246310705661,0.5366246310705661,1.6098738932116983,0.5366246310705661,0.8049369466058491,0.5366246310705661,Soviet/Eastern bloc,2020–2023
GEO,2023,0.0,0.0,0.5518763796909493,0.5518763796909493,0.0,0.0,0.5518763796909493,Soviet/Eastern bloc,2020–2023
YEM,2021,0.7984031936127745,0.0,0.0,4.391217564870259,0.0,0.0,0.0,Non-Aligned Movement,2020–2023
VCT,2023,0.7704160246533128,0.0,0.0,1.5408320493066257,0.3852080123266564,0.7704160246533128,0.0,Non-Aligned Movement,2020–2023
VUT,2023,0.0,0.0,0.0,0.0,0.0,0.4003202562049639,0.8006405124099278,Non-Aligned Movement,2020–2023
COM,2022,1.8832391713747645,0.0,1.8832391713747645,0.0,0.0,0.9416195856873822,0.4708097928436911,Non-Aligned Movement,2020–2023
GTM,2023,0.0,0.0,0.38955979742890534,1.168679392286716,0.0,1.5582391897156214,0.0,Non-Aligned Movement,2020–2023
KHM,2020,3.0883261272390365,0.0,1.8529956763434219,0.6176652254478073,1.2353304508956147,0.6176652254478073,0.6176652254478073,Non-Aligned Movement,2020–2023
DJI,2023,0.0,0.0,0.0,0.40883074407195424,0.0,0.0,0.40883074407195424,Non-Aligned Movement,2020–2023
TON,2020,0.0,0.0,0.5813953488372093,1.1627906976744187,0.0,0.5813953488372093,0.5813953488372093,Non-Aligned Movement,2020–2023
PNG,2020,0.0,0.0,0.0,0.0,0.0,1.2474012474012475,0.0,Non-Aligned Movement,2020–2023
BRN,2022,0.0,0.0,0.8802816901408451,0.0,0.0,0.8802816901408451,0.0,Non-Aligned Movement,2020–2023
TGO,2021,0.5310674455655868,0.0,0.0,0.0,0.0,0.0,0.0,Non-Aligned Movement,2020–2023
TCD,2020,3.4467901766479967,0.0,0.0,0.4308487720809996,0.0,0.4308487720809996,0.0,Non-Aligned Movement,2020–2023
NRU,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-Aligned Movement,2020–2023
KEN,2023,0.0,0.0,0.3837298541826554,0.7674597083653109,0.0,0.0,0.0,Non-Aligned Movement,2020–2023
BOL,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-Aligned Movement,2020–2023
CAF,2023,0.6191950464396285,0.0,2.476780185758514,0.6191950464396285,0.0,0.6191950464396285,0.6191950464396285,Non-Aligned Movement,2020–2023
IRN,2022,1.9199122325836533,0.0,0.27427317608337903,0.0,2.1941854086670323,0.0,0.0,Non-Aligned Movement,2020–2023
LBR,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-Aligned Movement,2020–2023
SUR,2022,0.0,0.0,0.0,2.2123893805309733,0.0,0.7374631268436578,0.0,Non-Aligned Movement,2020–2023
SLE,2020,0.5583472920156337,0.0,0.0,0.5583472920156337,0.0,0.0,0.5583472920156337,Non-Aligned Movement,2020–2023
BOL,2021,0.0,0.0,0.722543352601156,0.0,0.722543352601156,1.083815028901734,0.361271676300578,Non-Aligned Movement,2020–2023
TZA,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.5154639175257733,Non-Aligned Movement,2020–2023
IDN,2022,0.0,0.0,1.7873100983020553,0.0,0.0,1.7873100983020553,0.0,Non-Aligned Movement,2020–2023
IDN,2023,0.0,0.0,1.6625103906899419,0.0,0.0,1.6625103906899419,0.0,Non-Aligned Movement,2020–2023
GMB,2022,0.6211180124223603,0.0,1.2422360248447206,1.2422360248447206,0.0,0.6211180124223603,0.0,Non-Aligned Movement,2020–2023
