iso3,year,terrorism,self_defense,sovereignty,humanitarian,whataboutism,procedural,historical,period
NIC,2012,1.762891141472014,0.0,0.881445570736007,0.0,0.0,0.881445570736007,0.0,2009–2013
ALB,2012,0.889679715302491,0.0,0.0,0.4448398576512455,0.0,1.3345195729537367,0.4448398576512455,2009–2013
SVN,2013,0.0,0.0,0.984251968503937,5.905511811023622,0.0,0.0,0.0,2009–2013
PRK,2010,0.0,0.0,0.5711022272986864,0.0,0.0,1.7133066818960594,0.0,2009–2013
WSM,2009,1.1574074074074074,0.0,0.0,0.0,0.0,0.0,0.5787037037037037,2009–2013
ISL,2012,0.7423904974016332,0.0,0.0,0.0,0.0,0.0,0.0,2009–2013
LVA,2012,0.7352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,2009–2013
MDV,2009,1.2795905310300704,0.0,0.0,0.0,0.0,0.0,0.0,2009–2013
SRB,2009,0.4154549231408392,0.0,1.2463647694225177,0.0,0.0,2.9081844619858743,0.0,2009–2013
ESP,2009,0.8722197993894462,0.0,0.0,0.0,0.0,0.0,0.0,2009–2013
SRB,2011,1.128668171557562,0.0,0.3762227238525207,0.0,0.0,1.5048908954100828,0.0,2009–2013
LCA,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009–2013
FIN,2010,0.9157509157509157,0.0,0.0,0.0,0.0,0.0,0.0,2009–2013
FSM,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009–2013
BLR,2010,0.0,0.0,0.0,0.0,0.0,0.5408328826392645,0.0,2009–2013
MUS,2011,1.9236053860950812,0.0,0.2748007694421544,0.0,0.0,1.3740038472107723,0.5496015388843088,2009–2013
YEM,2009,5.013927576601671,0.0,1.671309192200557,2.2284122562674096,0.0,0.0,0.0,2009–2013
CHL,2010,0.45413260672116257,0.0,0.0,0.45413260672116257,0.0,0.0,0.45413260672116257,2009–2013
ITA,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009–2013
BFA,2014,1.9093078758949882,0.0,0.0,0.47732696897374705,0.0,0.47732696897374705,0.0,2014–2019
CPV,2019,0.7886435331230284,0.0,0.0,0.0,0.0,0.0,0.7886435331230284,2014–2019
ZWE,2015,0.5757052389176742,0.0,1.1514104778353484,0.0,2.302820955670697,0.5757052389176742,0.5757052389176742,2014–2019
HRV,2014,1.0178117048346056,0.0,0.5089058524173028,1.5267175572519083,1.0178117048346056,0.0,0.0,2014–2019
JPN,2015,0.4154549231408392,0.0,0.0,1.2463647694225177,0.0,0.0,0.0,2014–2019
TJK,2017,4.815409309791332,0.0,0.0,0.0,1.070090957731407,1.6051364365971108,0.0,2014–2019
SDN,2015,1.1019283746556472,0.0,0.0,0.0,1.1019283746556472,2.2038567493112944,0.0,2014–2019
HUN,2016,2.638522427440633,0.0,0.0,0.0,0.0,1.3192612137203166,0.6596306068601583,2014–2019
PHL,2015,0.47303689687795647,0.0,0.0,0.9460737937559129,0.0,1.4191106906338695,0.47303689687795647,2014–2019
CIV,2018,1.4265335235378032,0.0,0.0,1.4265335235378032,0.0,1.4265335235378032,0.0,2014–2019
AUT,2018,1.0193679918450562,0.0,0.0,0.5096839959225281,0.0,0.5096839959225281,0.0,2014–2019
NIC,2019,0.7751937984496124,0.0,1.550387596899225,0.0,0.0,3.10077519379845,1.550387596899225,2014–2019
KHM,2017,1.8404907975460123,0.0,0.6134969325153374,0.0,0.0,0.6134969325153374,0.0,2014–2019
FSM,2016,0.39416633819471814,0.0,0.0,0.39416633819471814,0.0,0.0,0.0,2014–2019
MCO,2017,1.1634671320535195,0.0,0.5817335660267597,2.326934264107039,0.0,0.5817335660267597,0.0,2014–2019
PRT,2014,1.2842465753424657,0.0,0.8561643835616438,0.0,0.0,0.4280821917808219,0.0,2014–2019
LVA,2018,0.0,0.0,0.5282620179609087,0.0,0.0,5.810882197569995,0.0,2014–2019
BGR,2014,1.757469244288225,0.0,1.1716461628588166,2.3432923257176332,0.0,1.1716461628588166,0.0,2014–2019
NOR,2016,2.4844720496894412,0.0,0.0,3.7267080745341614,0.0,1.8633540372670807,0.0,2014–2019
ECU,2014,0.5827505827505828,0.0,0.5827505827505828,1.1655011655011656,0.0,1.1655011655011656,0.2913752913752914,2014–2019
BGD,2014,4.545454545454545,0.0,0.0,0.4132231404958678,0.0,0.0,0.0,2014–2019
TUN,2018,5.799502899751451,0.0,0.4142502071251035,0.4142502071251035,0.0,1.657000828500414,0.4142502071251035,2014–2019
UZB,2018,2.5278058645096055,0.0,0.0,0.0,0.0,0.0,0.5055611729019212,2014–2019
LAO,2018,0.0,0.0,0.0,0.0,0.0,0.6854009595613434,0.0,2014–2019
BLZ,2019,0.0,0.0,0.0,0.6069802731411229,0.0,0.6069802731411229,0.0,2014–2019
DZA,2014,4.032258064516129,0.0,0.576036866359447,0.0,0.0,0.576036866359447,1.7281105990783412,2014–2019
ARM,2018,0.0,0.0,0.0,3.977272727272727,0.0,0.5681818181818181,0.0,2014–2019
VNM,2014,0.7485029940119761,0.0,2.245508982035928,0.0,0.0,4.491017964071856,0.0,2014–2019
BWA,2019,3.6159100040176777,0.0,0.0,0.0,0.0,0.4017677782241864,0.0,2014–2019
SRB,2014,2.574831026713872,0.0,0.321853878339234,0.321853878339234,0.0,0.9655616350177019,0.0,2014–2019
GNQ,2014,2.190580503833516,0.0,2.190580503833516,0.0,0.0,0.0,0.0,2014–2019
QAT,2017,8.097165991902834,0.0,4.048582995951417,3.711201079622132,0.6747638326585694,1.686909581646424,0.0,2014–2019
EST,2015,1.529051987767584,0.0,0.0,3.058103975535168,0.0,2.0387359836901124,0.0,2014–2019
BRN,2019,0.8841732979664013,0.0,0.0,0.0,0.0,0.0,0.0,2014–2019
NER,2017,3.9752650176678443,0.0,0.0,0.4416961130742049,0.0,0.8833922261484098,0.0,2014–2019
AGO,2014,2.1802325581395348,0.0,0.0,0.0,0.0,2.1802325581395348,0.0,2014–2019
TUR,2014,5.706134094151213,0.0,0.47551117451260105,1.9020446980504042,0.47551117451260105,0.0,0.0,2014–2019
BFA,2015,2.4834437086092715,0.0,0.0,0.0,0.0,0.0,0.0,2014–2019
COL,2018,0.0,0.0,0.0,0.562429696287964,0.0,0.0,1.124859392575928,2014–2019
GTM,2018,0.0,0.0,1.0834236186348862,0.36114120621162876,0.0,0.36114120621162876,0.0,2014–2019
COM,2021,0.6727211570803902,0.0,0.6727211570803902,0.0,0.0,0.3363605785401951,0.3363605785401951,2020–2023
BIH,2021,0.0,0.0,0.0,1.6139444803098772,0.6455777921239509,1.9367333763718528,0.0,2020–2023
SAU,2021,3.3812341504649197,0.0,5.9171597633136095,3.3812341504649197,0.0,0.0,0.0,2020–2023
UKR,2023,1.2738853503184713,0.0,0.6369426751592356,0.6369426751592356,0.0,0.0,0.0,2020–2023
HND,2023,1.3192612137203166,0.0,1.3192612137203166,0.6596306068601583,0.0,1.978891820580475,0.0,2020–2023
PAN,2021,0.0,0.0,0.0,0.8968609865470852,0.0,0.0,0.0,2020–2023
LBN,2021,2.8636884306987396,0.0,0.0,0.5727376861397481,0.0,1.1454753722794961,0.0,2020–2023
YEM,2021,0.7984031936127745,0.0,0.0,4.391217564870259,0.0,0.0,0.0,2020–2023
BRA,2020,0.5425935973955507,0.0,0.5425935973955507,1.0851871947911014,0.0,0.0,0.0,2020–2023
HUN,2022,0.0,0.0,0.0,1.5735641227380015,0.0,1.5735641227380015,0.0,2020–2023
ROU,2023,0.0,0.0,0.0,0.0,0.0,2.6246719160104988,0.0,2020–2023
VCT,2023,0.7704160246533128,0.0,0.0,1.5408320493066257,0.3852080123266564,0.7704160246533128,0.0,2020–2023
IRL,2021,0.0,0.0,0.3996802557953637,2.797761790567546,0.0,0.7993605115907274,0.0,2020–2023
CYP,2020,0.37835792659856227,0.0,0.37835792659856227,0.0,0.0,3.026863412788498,0.0,2020–2023
UKR,2022,1.3368983957219251,0.6684491978609626,0.0,0.3342245989304813,0.0,0.6684491978609626,0.0,2020–2023
SVN,2022,0.0,0.0,0.0,1.1210762331838564,0.0,2.242152466367713,1.1210762331838564,2020–2023
COG,2020,2.567394094993581,0.0,0.0,0.0,0.0,1.2836970474967906,0.0,2020–2023
IRL,2023,0.4844961240310077,0.0,0.0,3.391472868217054,0.0,1.4534883720930232,0.0,2020–2023
BHR,2020,0.0,0.0,0.0,0.0,0.0,0.8680555555555555,0.0,2020–2023
OMN,2022,0.0,0.0,0.8103727714748784,0.8103727714748784,0.0,4.862236628849271,0.0,2020–2023
LAO,2022,0.0,0.0,0.0,0.7457121551081282,0.0,2.237136465324385,0.0,2020–2023
YEM,2020,1.5105740181268883,0.0,0.0,3.0211480362537766,0.0,0.7552870090634441,0.0,2020–2023
TON,2021,0.0,0.0,0.0,1.0758472296933834,0.0,0.5379236148466917,0.0,2020–2023
ERI,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020–2023
MDA,2022,0.0,0.0,1.5649452269170578,0.7824726134585289,0.0,0.0,0.7824726134585289,2020–2023
CRI,2021,0.0,0.0,0.0,0.0,0.0,0.47393364928909953,0.0,2020–2023
GAB,2022,0.0,0.0,0.0,0.7374631268436578,0.0,0.0,0.0,2020–2023
HRV,2021,2.3180343069077423,0.0,0.0,3.2452480296708393,0.0,0.46360686138154844,0.0,2020–2023
BOL,2021,0.0,0.0,0.722543352601156,0.0,0.722543352601156,1.083815028901734,0.361271676300578,2020–2023
BWA,2021,2.7184466019417477,0.0,0.0,0.38834951456310685,0.0,0.0,0.0,2020–2023
MYS,2022,0.0,0.0,0.5296610169491526,0.5296610169491526,0.0,2.1186440677966103,0.0,2020–2023
IND,2020,1.2224938875305624,0.0,0.0,0.0,0.0,0.6112469437652812,0.6112469437652812,2020–2023
NAM,2020,0.0,0.0,0.7147962830593281,0.0,0.0,0.7147962830593281,0.0,2020–2023
COL,2023,0.3862495171881035,0.0,0.0,0.0,0.3862495171881035,0.0,0.3862495171881035,2020–2023
MUS,2021,1.658374792703151,0.0,0.0,0.5527915975677169,0.0,3.316749585406302,2.2111663902708676,2020–2023
LBY,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020–2023
JAM,2023,0.0,0.0,0.0,0.3172588832487309,0.0,0.3172588832487309,0.3172588832487309,2020–2023
MRT,2020,3.7313432835820897,0.0,1.492537313432836,0.0,0.0,1.492537313432836,0.0,2020–2023
PSE,2022,2.4531668153434434,0.0,0.0,0.22301516503122212,1.784121320249777,1.3380909901873326,0.44603033006244425,2020–2023
NPL,2023,1.037344398340249,0.0,1.5560165975103732,0.0,0.0,0.5186721991701245,0.5186721991701245,2020–2023
